street_address,phone_number,zip_code,has_501c3,fips_county_code,bed_count,city,state_or_region,name_common,name_legal,ccn,facility_type,medicare_medicaid_eligible,lat,lon,ein
7400 merton minter boulevard,2106175300,78284,,029,1114,san antonio,TX,south texas veterans health care sys,,45090F,,false,,,
1500 gregg st,9158888888,79720,,227,37,big spring,TX,cowper clinic,,45095E,,false,,,
2345 reagon st,,75219,,113,26,dallas,TX,casa blanca hosp,,45108E,,false,,,
3611 fairmount st,,75219,,113,50,dallas,TX,jones childrens haven hosp,,45116E,,false,,,
3017 fairmount,,75201,,113,18,dallas,TX,texas clinic hosp,,45117E,,false,,,
610 texas ave,,77550,,167,31,galveston,TX,shriners hosp for crippled children,,45118E,,false,,,
501 s hackenberry st,,78219,,029,16,san antonio,TX,saints hosp,,45121E,,false,,,
1307 cleveland street,8062502754,79035,,369,25,friona,TX,parmer county community hospital,,451300,Critical Access Hospitals,true,,,
1300 n main avenue,3258442561,76932,,383,14,big lake,TX,reagan memorial hospital,,451301,Critical Access Hospitals,true,,,
701 mcclintic drive,2547293281,76642,,293,20,groesbeck,TX,limestone medical center,,451303,Critical Access Hospitals,true,,,
102 north us highway 277,3258532507,76936,true,413,14,eldorado,TX,schleicher county medical center,,451304,Critical Access Hospitals,true,,,
1101 woodson drive,9795673245,77836,true,051,25,caldwell,TX,burleson st joseph health center,,451305,Critical Access Hospitals,true,,,
349 reid road,3254463321,76849,true,267,15,junction,TX,kimble hospital,,451306,Critical Access Hospitals,true,,,
600 highway 349 north,4326392575,79744,,371,14,iraan,TX,iraan general hospital,,451307,Critical Access Hospitals,true,,,
412 mustang avenue,8065922121,79323,,501,24,denver city,TX,yoakum county hospital,,451308,Critical Access Hospitals,true,,,
2500 hwy 305 south,4326528626,79752,,461,14,mccamey,TX,mccamey hospital,,451309,Critical Access Hospitals,true,,,
608 avenue b,3253652531,76821,,399,25,ballinger,TX,ballinger memorial hospital,,451310,Critical Access Hospitals,true,,,
305 north mckinney,9795483311,77480,,039,20,sweeny,TX,sweeny community hospital,,451311,Critical Access Hospitals,true,,,
600 south austin road,9792345571,77434,true,089,25,eagle lake,TX,rice medical center,,451312,Critical Access Hospitals,true,,,
774 state highway 70 n,3257352256,79546,,151,14,rotan,TX,fisher county hospital district,,451313,Critical Access Hospitals,true,,,
821 jeffee drive,4325865865,79745,,495,25,kermit,TX,winkler county memorial hospital,,451314,Critical Access Hospitals,true,,,
7821 state highway 153,3257544553,79567,,399,25,winters,TX,north runnels hospital,,451315,Critical Access Hospitals,true,,,
100 west cross street,9363482631,77864,,313,25,madisonville,TX,madison st joseph health center,,451316,Critical Access Hospitals,true,,,
107 swift street,3615262321,78377,,391,20,refugio,TX,refugio county memorial hospital,,451317,Critical Access Hospitals,true,,,
821 north broadway,9409893551,79502,,433,20,aspermont,TX,stonewall memorial hospital district,,451318,Critical Access Hospitals,true,,,
2026 s jackson street,9035414500,75766,,073,25,jacksonville,TX,christus mother frances hospital- jacksonville,,451319,Critical Access Hospitals,true,,,
200 hospital drive,4092673143,77514,,071,14,anahuac,TX,omnipoint health hospital,,451320,Critical Access Hospitals,true,,,
210 judson st,9368256585,77868,,185,25,navasota,TX,grimes st joseph health center,,451322,Critical Access Hospitals,true,,,
608 north key avenue,5125563682,76550,,281,25,lampasas,TX,adventhealth rollins brook,,451323,Critical Access Hospitals,true,,,
308 hudspeth,3253872521,76950,,435,12,sonora,TX,lillian m hudspeth memorial hospital,,451324,Critical Access Hospitals,true,,,
614 eaker street,9158695911,76837,,095,16,eden,TX,concho county hospital,,451325,Critical Access Hospitals,true,,,
538 broadway,4092966000,77665,true,071,25,winnie,TX,riceland medical center,,451328,Critical Access Hospitals,true,,,
1611 spur 576,4326932443,79778,,461,15,rankin,TX,rankin hospital medical clinic,,451329,Critical Access Hospitals,true,,,
2805 kimbro rd,,76111,,439,68,fort worth,TX,elmwood sanatorium,,45132E,,false,,,
3100 avenue e,8304267700,78861,,325,25,hondo,TX,medina regional hospital,,451330,Critical Access Hospitals,true,,,
1411 denver avenue,8062444571,79022,,111,25,dalhart,TX,coon memorial hospital,,451331,Critical Access Hospitals,true,,,
311 green avenue,3619722511,77465,,321,17,palacios,TX,palacios community medical center,,451332,Critical Access Hospitals,true,,,
600 e interstate 20     po box 640,4327563345,79782,,317,18,stanton,TX,martin county hospital district,,451333,Critical Access Hospitals,true,,,
901 s. sweetwater,8068265581,79096,,483,16,wheeler,TX,parkview hospital,,451334,Critical Access Hospitals,true,,,
605 n maple street,9407592271,76252,,097,18,muenster,TX,muenster memorial hospital,,451335,Critical Access Hospitals,true,,,
320 north main,8066523373,79241,,153,25,lockney,TX,w j mangold memorial hospital,,451337,Critical Access Hospitals,true,,,
eisenhower road and fm 2185,4322832760,79855,,109,25,van horn,TX,culberson hospital,,451338,Critical Access Hospitals,true,,,
802 n minter avenue,9408492151,76483,,447,14,throckmorton,TX,throckmorton county memorial hospital,,451339,Critical Access Hospitals,true,,,
1000 south main street,8062562114,79079,,483,25,shamrock,TX,shamrock general hospital,,451340,Critical Access Hospitals,true,,,
1 north avenue n  po box 1117,9408642621,79521,,207,25,haskell,TX,haskell memorial hospital,,451341,Critical Access Hospitals,true,,,
997 west i-20,3257283431,79512,,335,25,colorado city,TX,mitchell county hospital district,,451342,Critical Access Hospitals,true,,,
1207 s bailey street,9404953981,76360,,485,25,electra,TX,electra memorial hospital,,451343,Critical Access Hospitals,true,,,
707 roland st,8066592535,79081,,195,25,spearman,TX,hansford county hospital,,451344,Critical Access Hospitals,true,,,
710 west main street,8066752382,79322,,107,2,crosbyton,TX,crosbyton clinic hospital,,451345,Critical Access Hospitals,true,,,
1200 carl ramert drive,3612932321,77995,,123,23,yoakum,TX,yoakum community hospital,,451346,Critical Access Hospitals,true,,,
310 south pecos street,3256252135,76834,,083,25,coleman,TX,coleman county medical center company,,451347,Critical Access Hospitals,true,,,
2008 nine road,3255972901,76825,,307,25,brady,TX,heart of texas memorial hospital,,451348,Critical Access Hospitals,true,,,
539 southeast 2nd,8069953581,79088,,437,20,tulia,TX,swisher memorial hospital,,451349,Critical Access Hospitals,true,,,
310 west halsell street,8066472191,79027,,069,25,dimmitt,TX,plains memorial hospital,,451350,Critical Access Hospitals,true,,,
2600 lockwood street,8069984533,79373,,305,24,tahoka,TX,lynn county hospital district,,451351,Critical Access Hospitals,true,,,
402 mercer st,9406632795,79252,,197,24,quanah,TX,hardeman county memorial hospital,,451352,Critical Access Hospitals,true,,,
1310 s alford st,4325583555,79731,,103,25,crane,TX,crane county hospital district,,451353,Critical Access Hospitals,true,,,
901 west hamilton,9405645521,76374,,503,25,olney,TX,hamilton hospital,,451354,Critical Access Hospitals,true,,,
1013 15th st,8064472521,79095,true,087,16,wellington,TX,collingsworth general hospital,,451355,Critical Access Hospitals,true,,,
701 n virginia st,3615526713,77979,,057,25,port lavaca,TX,memorial medical center,,451356,Critical Access Hospitals,true,,,
209 northwest 8th street,4327584854,79360,,165,25,seminole,TX,memorial hospital,,451358,Critical Access Hospitals,true,,,
3101 garrett drive,8064353606,79070,,357,25,perryton,TX,ochiltree general hospital,,451359,Critical Access Hospitals,true,,,
511 hospital st,9362753446,75972,,405,18,san augustine,TX,chi st lukes health memorial san augustine,,451360,Critical Access Hospitals,true,,,
"po box 750, 2301 hwy 83 w",4097873300,75948,true,403,25,hemphill,TX,sabine county hospital,,451361,Critical Access Hospitals,true,,,
310 w south street,9405385621,76365,,077,25,henrietta,TX,clay county memorial hospital,,451362,Critical Access Hospitals,true,,,
1013 s wells,3617827800,77957,,239,25,edna,TX,jackson healthcare center,,451363,Critical Access Hospitals,true,,,
3349 s highway 181,8305833401,78119,,255,25,kenedy,TX,otto kaiser memorial hospital,,451364,Critical Access Hospitals,true,,,
3201 s water st,5127153000,78611,,053,25,burnet,TX,ascension seton highland lakes,,451365,Critical Access Hospitals,true,,,
205 e grant street,8062665565,79346,,079,18,morton,TX,cochran memorial hospital,,451366,Critical Access Hospitals,true,,,
2701 us hwy 271 n,9038564520,75686,,063,25,pittsburg,TX,ut health east texas pittsburg hospital,,451367,Critical Access Hospitals,true,,,
100 medical drive,8062731100,79007,true,233,25,borger,TX,golden plains community hospital,,451369,Critical Access Hospitals,true,,,
504 lipscomb street,9036407311,75418,,147,25,bonham,TX,tmc- bonham hospital,,451370,Critical Access Hospitals,true,,,
130 hays street,8308757000,78648,,055,24,luling,TX,ascension seton edgar b davis,,451371,Critical Access Hospitals,true,,,
708 s 1st st,8062724524,79347,true,017,25,muleshoe,TX,muleshoe area medical center,,451372,Critical Access Hospitals,true,,,
406 south gary st,4329432511,79756,,475,25,monahans,TX,ward memorial hospital,,451373,Critical Access Hospitals,true,,,
305 mallard,5123527611,76574,,491,25,taylor,TX,baylor scott & white medical center -taylor,,451374,Critical Access Hospitals,true,,,
1353 n travis st,9363367316,77575,,291,25,liberty,TX,liberty dayton regional medical center,,451375,Critical Access Hospitals,true,,,
1400 north texana street,3617983671,77964,,285,25,hallettsville,TX,lavaca medical center,,451376,Critical Access Hospitals,true,,,
2323 texas street,4324473551,79772,,389,25,pecos,TX,reeves county hospital district,,451377,Critical Access Hospitals,true,,,
2600 highway 118 north,4328373447,79830,true,043,25,alpine,TX,big bend regional medical center,,451378,Critical Access Hospitals,true,,,
1507 w main street,2548658251,76528,,099,25,gatesville,TX,coryell memorial hospital,,451379,Critical Access Hospitals,true,,,
117 winnsboro street,9037634500,75783,,499,25,quitman,TX,ut health east texas quitman hospital,,451380,Critical Access Hospitals,true,,,
719 west coke road,9033425227,75494,,499,35,winnsboro,TX,christus mother frances hospital- winnsboro,,451381,Critical Access Hospitals,true,,,
10201 hwy 16,2548794900,76442,,093,38,comanche,TX,comanche county medical center,,451382,Critical Access Hospitals,true,,,
1700 cogdell blvd,3255747437,79549,,415,25,snyder,TX,cogdell memorial hospital,,451384,Critical Access Hospitals,true,,,
101 posey avenue,2546758322,76634,,035,25,clifton,TX,goodall witcher hospital,,451385,Critical Access Hospitals,true,,,
224 e second street,8069357171,79029,,341,60,dumas,TX,memorial hospital,,451386,Critical Access Hospitals,true,,,
1025 garner field road,8302786251,78801,,463,25,uvalde,TX,uvalde memorial hospital,,451387,Critical Access Hospitals,true,,,
387 west i 10,4323362004,79735,,371,25,fort stockton,TX,pecos county memorial hospital,,451389,Critical Access Hospitals,true,,,
704 hospital drive,8308762424,78834,,127,25,carrizo springs,TX,dimmit regional hospital,,451390,Critical Access Hospitals,true,,,
200 s ih 35,8303343617,78061,,163,22,pearsall,TX,frio regional hospital,,451391,Critical Access Hospitals,true,,,
"400 n brown, building 1",2543863151,76531,,193,34,hamilton,TX,hamilton general hospital,,451392,Critical Access Hospitals,true,,,
1100 e loop 304,9365463890,75835,,225,25,crockett,TX,crockett medical center,,451393,Critical Access Hospitals,true,,,
701 southeast  5th street,9406573535,79529,,275,25,knox city,TX,knox county hospital,,451394,Critical Access Hospitals,true,,,
101 circle drive,2545808500,76645,,217,25,hillsboro,TX,hill regional hospital,,451395,Critical Access Hospitals,true,,,
200 w ollie,3252475040,78643,,299,25,llano,TX,mid coast medical center - central,,451396,Critical Access Hospitals,true,,,
710 gregg st,,79720,,227,304,big spring,TX,medical arts clinic hosp,,45145E,,false,,,
509 w market st,,78387,,409,23,sinton,TX,sinton hosp,,45146E,,false,,,
3200 s 1st st,,78704,,453,40,austin,TX,st judes oak ridge hosp,,45148E,,false,,,
fouts field,,77901,,469,250,victoria,TX,"devereux foundation,the",,45159E,,false,,,
1066 w magnolia,,76104,,439,90,fort worth,TX,ft worth neuropsychiatric hosp,,45160E,,false,,,
612 s rockwall,,75160,,257,22,terrell,TX,jackson clinic hosp,,45161E,,false,,,
415 college st,5128888888,76541,,027,15,killeen,TX,burow clinic hosp,,45164E,,false,,,
4330 vance jackson,,78230,,029,100,san antonio,TX,park north general hosp,,45165E,,false,,,
1600 hospital parkway,,76021,,439,0,bedford,TX,hurst-euless-bedford hosp,,45167E,,false,,,
103 n 1st st,,75098,,113,37,wylie,TX,wylie hosp,,45168E,,false,,,
4101 frawley,,76118,,439,42,fort worth,TX,schick hosp,,45170E,,false,,,
805 n main ave,9158842561,76932,,383,20,big lake,TX,reagan memorial hospital,,45185E,,false,,,
4500 s lancaster rd,2143765451,75216,,113,622,dallas,TX,veterans administration hospital,,45186E,,false,,,
103 ave h,9153922671,76943,,105,20,ozona,TX,crockett county hosp,,45187E,,false,,,
803 west lampasas,9728750900,75119,,139,1,ennis,TX,ennis regional medical center,,45188E,,false,,,
1001 dickerson drive,4093842203,75951,,241,1,jasper,TX,dickerson memorial hospital,,45189E,,false,,,
17200 st luke's way,9362664050,77384,,339,84,the woodlands,TX,st luke's community medical center,,45190E,,false,,,
1230 west spring valley road,9722314864,75080,true,113,27,richardson,TX,"leaves,the",,451990,Religious Non-Medical Health Care Institutions,true,,,
3636 medical drive,2106160616,78229,true,029,59,san antonio,TX,kindred hospital san antonio,,452016,Long Term,true,,,
1300 pennsylvania 4th floor main bldg,8178785500,76104,true,439,15,fort worth,TX,texas health specialty hospital fort worth,,452018,Long Term,true,,,
2329 parker road,9728842407,75010,,121,60,carrollton,TX,select specialty hospital-dallas,,452022,Long Term,true,,,
6441 main st,7137900500,77030,true,201,110,houston,TX,kindred hospital houston medical center,,452023,Long Term,true,,,
1000 n cooper st,8175430200,76011,true,439,80,arlington,TX,kindred hospital-tarrant county,,452028,Long Term,true,,,
1900 pine st 7th floor,3256706251,79601,,441,46,abilene,TX,continuecare hospital at hendrick medical center,,452029,Long Term,true,,,
709 medical center blvd,7135515300,77598,,201,148,webster,TX,cornerstone specialty hospitals clear lake,,452032,Long Term,true,,,
4207 burnet rd,5127061900,78756,true,453,54,austin,TX,cornerstone specialty hospitals austin,,452034,Long Term,true,,,
2311 n oregon street,9155451823,79902,true,141,32,el paso,TX,mesa hills specialty hospital,,452035,Long Term,true,,,
1106 w dittmar,5124444835,78745,true,453,47,austin,TX,texas neuro rehabilitation center,,452038,Long Term,true,,,
11297 fallbrook,2818978114,77065,true,201,158,houston,TX,kindred hospital houston nw,,452039,Long Term,true,,,
1810 west highway 82,9034164441,75092,,181,33,sherman,TX,carrus specialty hospital,,452041,Long Term,true,,,
2830 calder avenue 4th floor,4098997680,77702,,245,53,beaumont,TX,christus dubuis hospital of beaumont,,452042,Long Term,true,,,
1950 record crossing,4692412100,75235,true,113,206,dallas,TX,lifecare hospitals of north texas,,452044,Long Term,true,,,
